total_genes	mut_genes_combi	mut_genes_ppcg	a	b	c	d	odds_ratio	p_value	q_value	significant	geneset
12	5	4	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY
21	8	6	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT
16	7	3	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
27	9	5	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT
32	7	5	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION
24	10	6	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS
17	9	5	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_CORONARY_VASCULATURE_MORPHOGENESIS
29	10	5	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_REGULATION_OF_HAIR_CYCLE
11	6	4	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY
20	9	4	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT
21	7	4	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_DORSAL_SPINAL_CORD_DEVELOPMENT
18	9	4	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT
39	10	5	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION
10	4	5	11	53	5	59	2.44906	0.18021	1.00000	False	GOBP_REGULATION_OF_SYNAPSE_PRUNING
18	9	8	16	48	9	55	2.03704	0.18029	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_ANOIKIS
47	23	14	24	40	16	48	1.80000	0.18158	1.00000	False	GOBP_MESENCHYMAL_CELL_PROLIFERATION
39	19	11	24	40	16	48	1.80000	0.18158	1.00000	False	GOBP_EPITHELIAL_CELL_MORPHOGENESIS
34	15	13	26	38	18	46	1.74854	0.19242	1.00000	False	GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION
11	7	5	17	47	10	54	1.95319	0.19308	1.00000	False	GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION
36	8	13	10	54	17	47	0.51198	0.19308	1.00000	False	GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT
31	15	8	17	47	10	54	1.95319	0.19308	1.00000	False	GOBP_MOTOR_BEHAVIOR
27	8	11	10	54	17	47	0.51198	0.19308	1.00000	False	GOBP_RESPONSE_TO_X_RAY
20	12	9	17	47	10	54	1.95319	0.19308	1.00000	False	GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS
42	17	9	17	47	10	54	1.95319	0.19308	1.00000	False	GOBP_G0_TO_G1_TRANSITION
33	12	13	10	54	17	47	0.51198	0.19308	1.00000	False	GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III
18	8	4	17	47	10	54	1.95319	0.19308	1.00000	False	GOBP_GAP_JUNCTION_ASSEMBLY
45	13	8	17	47	10	54	1.95319	0.19308	1.00000	False	GOBP_AMYLOID_FIBRIL_FORMATION
34	10	13	10	54	17	47	0.51198	0.19308	1.00000	False	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER
20	10	4	12	52	6	58	2.23077	0.20279	1.00000	False	GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT
20	10	5	12	52	6	58	2.23077	0.20279	1.00000	False	GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE
15	5	3	12	52	6	58	2.23077	0.20279	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY
17	8	5	12	52	6	58	2.23077	0.20279	1.00000	False	GOBP_DENDRITIC_TRANSPORT
23	8	5	12	52	6	58	2.23077	0.20279	1.00000	False	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY
24	9	6	12	52	6	58	2.23077	0.20279	1.00000	False	GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING
31	13	7	18	46	11	53	1.88538	0.20476	1.00000	False	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION
9	6	6	18	46	11	53	1.88538	0.20476	1.00000	False	GOBP_CAMP_CATABOLIC_PROCESS
38	11	14	11	53	18	46	0.53040	0.20476	1.00000	False	GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_IMPORT
40	22	23	22	42	30	34	0.59365	0.20757	1.00000	False	GOBP_NEURONAL_ACTION_POTENTIAL
44	12	16	12	52	19	45	0.54656	0.21540	1.00000	False	GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT
25	18	10	19	45	12	52	1.82963	0.21540	1.00000	False	GOBP_PHOSPHATIDYLINOSITOL_MEDIATED_SIGNALING
33	19	18	37	27	29	35	1.65390	0.21556	1.00000	False	GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL
17	9	7	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_PROTEIN_DEGLYCOSYLATION
11	7	5	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_DENDRITE_ARBORIZATION
18	7	3	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION
35	10	8	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY
31	10	6	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT
21	12	5	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT
30	13	6	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY
36	10	5	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_REGULATION_OF_SPINDLE_ASSEMBLY
30	11	8	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT
5	4	3	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_NMDA_GLUTAMATE_RECEPTOR_CLUSTERING
31	11	6	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS
35	10	7	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS
15	9	7	13	51	7	57	2.07563	0.22298	1.00000	False	GOBP_PROTEIN_DEMANNOSYLATION
40	15	12	13	51	20	44	0.56078	0.22509	1.00000	False	GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
26	12	11	20	44	13	51	1.78322	0.22509	1.00000	False	GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION
46	13	17	13	51	20	44	0.56078	0.22509	1.00000	False	GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT
42	17	11	20	44	13	51	1.78322	0.22509	1.00000	False	GOBP_SPLEEN_DEVELOPMENT
47	13	20	13	51	20	44	0.56078	0.22509	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_BINDING
31	12	10	20	44	13	51	1.78322	0.22509	1.00000	False	GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY
43	13	7	20	44	13	51	1.78322	0.22509	1.00000	False	GOBP_NADPLUS_METABOLIC_PROCESS
30	11	8	21	43	14	50	1.74419	0.23390	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION
28	14	11	14	50	21	43	0.57333	0.23390	1.00000	False	GOBP_REGULATION_OF_CARDIAC_CONDUCTION
34	14	18	14	50	21	43	0.57333	0.23390	1.00000	False	GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT
31	10	8	14	50	8	56	1.96000	0.24107	1.00000	False	GOBP_PHAGOSOME_MATURATION
37	15	7	14	50	8	56	1.96000	0.24107	1.00000	False	GOBP_EPIDERMIS_MORPHOGENESIS
41	11	7	14	50	8	56	1.96000	0.24107	1.00000	False	GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE
11	5	4	14	50	8	56	1.96000	0.24107	1.00000	False	GOBP_ENDOTHELIAL_CELL_ACTIVATION
18	11	4	14	50	8	56	1.96000	0.24107	1.00000	False	GOBP_NON_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS
44	14	16	15	49	22	42	0.58442	0.24188	1.00000	False	GOBP_RESPONSE_TO_GROWTH_HORMONE
46	13	13	22	42	15	49	1.71111	0.24188	1.00000	False	GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH
49	20	16	24	40	17	47	1.65882	0.25559	1.00000	False	GOBP_CORONARY_VASCULATURE_DEVELOPMENT
42	15	15	24	40	17	47	1.65882	0.25559	1.00000	False	GOBP_MONOCYTE_DIFFERENTIATION
47	17	16	24	40	17	47	1.65882	0.25559	1.00000	False	GOBP_SYNAPTIC_VESICLE_TRANSPORT
29	8	6	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_SLEEP
24	14	8	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
49	13	7	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS
35	10	6	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR
31	8	7	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT
10	6	6	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING
28	12	8	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_DETECTION_OF_TEMPERATURE_STIMULUS
29	14	9	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR
36	14	10	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE
36	12	10	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION
33	11	9	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION
24	9	9	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_TORC2_SIGNALING
28	13	6	15	49	9	55	1.87075	0.25729	1.00000	False	GOBP_C4_DICARBOXYLATE_TRANSPORT
41	19	14	25	39	18	46	1.63818	0.26142	1.00000	False	GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH
37	17	14	26	38	19	45	1.62050	0.26661	1.00000	False	GOBP_RESPONSE_TO_ANTIBIOTIC
45	18	18	27	37	20	44	1.60541	0.27119	1.00000	False	GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION
17	6	4	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
17	8	5	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_VENOUS_BLOOD_VESSEL_DEVELOPMENT
11	8	3	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION
24	5	4	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR
29	7	5	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY
10	7	4	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING
24	12	5	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_BLASTODERM_SEGMENTATION
15	7	4	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION
28	9	4	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION
15	7	6	10	54	5	59	2.18519	0.27146	1.00000	False	GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION
9	5	3	16	48	10	54	1.80000	0.27186	1.00000	False	GOBP_SYNAPTIC_SIGNALING_VIA_NEUROPEPTIDE
26	11	5	16	48	10	54	1.80000	0.27186	1.00000	False	GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY
13	7	4	16	48	10	54	1.80000	0.27186	1.00000	False	GOBP_MEMBRANE_HYPERPOLARIZATION
45	11	11	10	54	16	48	0.55556	0.27186	1.00000	False	GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT
18	6	5	16	48	10	54	1.80000	0.27186	1.00000	False	GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH
35	7	10	10	54	16	48	0.55556	0.27186	1.00000	False	GOBP_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN
43	11	13	10	54	16	48	0.55556	0.27186	1.00000	False	GOBP_RESPONSE_TO_PH
20	8	6	16	48	10	54	1.80000	0.27186	1.00000	False	GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION
43	15	8	16	48	10	54	1.80000	0.27186	1.00000	False	GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION
48	21	18	28	36	21	43	1.59259	0.27520	1.00000	False	GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION
37	13	14	29	35	22	42	1.58182	0.27866	1.00000	False	GOBP_DETERMINATION_OF_ADULT_LIFESPAN
25	11	10	11	53	17	47	0.57381	0.28498	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_HIPPO_SIGNALING
30	10	12	11	53	17	47	0.57381	0.28498	1.00000	False	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION
46	14	6	17	47	11	53	1.74275	0.28498	1.00000	False	GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS
45	11	15	11	53	17	47	0.57381	0.28498	1.00000	False	GOBP_GLUCAN_BIOSYNTHETIC_PROCESS
29	8	10	11	53	17	47	0.57381	0.28498	1.00000	False	GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION
35	13	17	11	53	17	47	0.57381	0.28498	1.00000	False	GOBP_STRESS_GRANULE_ASSEMBLY
46	17	25	27	37	34	30	0.64388	0.28829	1.00000	False	GOBP_NEGATIVE_CHEMOTAXIS
11	6	5	35	29	28	36	1.55172	0.28876	1.00000	False	GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION
9	6	5	35	29	28	36	1.55172	0.28876	1.00000	False	GOBP_PRESYNAPTIC_MEMBRANE_ASSEMBLY
31	9	13	12	52	18	46	0.58974	0.29680	1.00000	False	GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING
25	11	10	12	52	18	46	0.58974	0.29680	1.00000	False	GOBP_POSITIVE_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
45	17	10	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_REGULATION_OF_MACROPHAGE_MIGRATION
41	18	7	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS
17	10	9	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_CELL_MIGRATION_IN_HINDBRAIN
33	14	10	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS
49	13	12	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
45	16	14	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT
42	18	11	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_AMINE_BIOSYNTHETIC_PROCESS
33	13	10	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_G_PROTEIN_COUPLED_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY
44	14	8	18	46	12	52	1.69565	0.29680	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS
18	7	5	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION
22	7	6	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION
39	12	7	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY
21	11	5	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT
8	5	4	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION
24	7	4	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS
30	9	5	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS
12	6	6	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME
20	8	7	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA
24	8	6	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS
22	10	6	11	53	6	58	2.00629	0.29753	1.00000	False	GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS
31	14	15	13	51	19	45	0.60372	0.30745	1.00000	False	GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY
49	14	16	13	51	19	45	0.60372	0.30745	1.00000	False	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION
49	16	15	19	45	13	51	1.65641	0.30745	1.00000	False	GOBP_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION
25	13	11	19	45	13	51	1.65641	0.30745	1.00000	False	GOBP_CELL_DIFFERENTIATION_IN_HINDBRAIN
35	13	13	19	45	13	51	1.65641	0.30745	1.00000	False	GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS
24	8	13	14	50	20	44	0.61600	0.31705	1.00000	False	GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY
29	11	16	14	50	20	44	0.61600	0.31705	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS
23	11	11	14	50	20	44	0.61600	0.31705	1.00000	False	GOBP_SECRETORY_GRANULE_LOCALIZATION
26	10	6	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT
33	14	8	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM
7	3	3	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY
19	8	5	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_RESPONSE_TO_MAGNESIUM_ION
21	8	7	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS
25	9	6	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_EMBRYONIC_HEMOPOIESIS
17	8	6	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_MESODERMAL_CELL_FATE_COMMITMENT
7	5	3	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING
24	8	7	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_SPHINGOID_METABOLIC_PROCESS
5	4	3	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_AMPA_SELECTIVE_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY
31	10	5	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_FERROPTOSIS
23	8	6	12	52	7	57	1.87912	0.32017	1.00000	False	GOBP_PROTEIN_N_LINKED_GLYCOSYLATION_VIA_ASPARAGINE
38	19	13	21	43	15	49	1.59535	0.32569	1.00000	False	GOBP_HOST_MEDIATED_ACTIVATION_OF_VIRAL_PROCESS
42	17	18	16	48	22	42	0.63636	0.33346	1.00000	False	GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE
38	16	13	22	42	16	48	1.57143	0.33346	1.00000	False	GOBP_AORTA_MORPHOGENESIS
32	14	10	22	42	16	48	1.57143	0.33346	1.00000	False	GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION
29	8	11	16	48	22	42	0.63636	0.33346	1.00000	False	GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY
48	13	6	22	42	16	48	1.57143	0.33346	1.00000	False	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
23	10	10	22	42	16	48	1.57143	0.33346	1.00000	False	GOBP_RETROGRADE_AXONAL_TRANSPORT
28	14	9	22	42	16	48	1.57143	0.33346	1.00000	False	GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS
45	11	16	16	48	22	42	0.63636	0.33346	1.00000	False	GOBP_NUCLEOSIDE_METABOLIC_PROCESS
24	11	6	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_REGULATION_OF_PROTEIN_SUMOYLATION
29	11	6	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION
37	11	8	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS
21	9	7	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY
24	7	8	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS
18	8	6	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE
18	10	5	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_NOREPINEPHRINE_METABOLIC_PROCESS
20	9	6	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_PARAXIAL_MESODERM_DEVELOPMENT
15	6	6	13	51	8	56	1.78431	0.33997	1.00000	False	GOBP_RESPONSE_TO_MANGANESE_ION
50	10	19	17	47	23	41	0.64477	0.34043	1.00000	False	GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY
28	14	13	23	41	17	47	1.55093	0.34043	1.00000	False	GOBP_REGULATION_OF_SYNAPSE_MATURATION
43	15	15	23	41	17	47	1.55093	0.34043	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY
45	15	15	23	41	17	47	1.55093	0.34043	1.00000	False	GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS
47	21	16	23	41	17	47	1.55093	0.34043	1.00000	False	GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS
42	21	16	24	40	18	46	1.53333	0.34667	1.00000	False	GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION
47	15	22	18	46	24	40	0.65217	0.34667	1.00000	False	GOBP_BLASTOCYST_FORMATION
38	14	13	24	40	18	46	1.53333	0.34667	1.00000	False	GOBP_BONE_GROWTH
29	16	10	25	39	19	45	1.51822	0.35221	1.00000	False	GOBP_PROSTATE_GLAND_MORPHOGENESIS
35	17	14	25	39	19	45	1.51822	0.35221	1.00000	False	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING
35	15	19	19	45	25	39	0.65867	0.35221	1.00000	False	GOBP_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION
38	16	15	19	45	25	39	0.65867	0.35221	1.00000	False	GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
24	9	9	14	50	9	55	1.71111	0.35739	1.00000	False	GOBP_GOLGI_TO_VACUOLE_TRANSPORT
44	17	6	14	50	9	55	1.71111	0.35739	1.00000	False	GOBP_REGULATION_OF_P38MAPK_CASCADE
23	9	6	14	50	9	55	1.71111	0.35739	1.00000	False	GOBP_REGULATION_OF_SENSORY_PERCEPTION
41	12	9	14	50	9	55	1.71111	0.35739	1.00000	False	GOBP_ACROSOME_ASSEMBLY
23	7	7	14	50	9	55	1.71111	0.35739	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION
27	11	11	14	50	9	55	1.71111	0.35739	1.00000	False	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT
49	26	26	43	21	37	27	1.49421	0.36140	1.00000	False	GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION
37	19	18	29	35	23	41	1.47702	0.36829	1.00000	False	GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS
47	18	12	30	34	24	40	1.47059	0.37094	1.00000	False	GOBP_OLIGODENDROCYTE_DEVELOPMENT
42	16	13	30	34	24	40	1.47059	0.37094	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION
40	11	12	10	54	15	49	0.60494	0.37279	1.00000	False	GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS
36	12	15	10	54	15	49	0.60494	0.37279	1.00000	False	GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY
19	10	7	15	49	10	54	1.65306	0.37279	1.00000	False	GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID
32	10	11	10	54	15	49	0.60494	0.37279	1.00000	False	GOBP_ANIMAL_ORGAN_MATURATION
